"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2043824684165427305","Mon Apr 13 22:52:31 +0000 2026","0","gila co kasusnya fhui.. merinding","2043824684165427305","","","in","","0","0","0","https://x.com/undefined/status/2043824684165427305","1471127713385644035",
"2043824166596686139","Mon Apr 13 22:50:28 +0000 2026","0","Soal pelecehan di FHUI kalau UI khususnya FHUI mau dipandang baik hukum seluruh pelakunya tanpa pandang bulu. Ciptakan ruang aman bagi semuanya. Dg begitu semuanya akan respect ke FHUI.","2043824166596686139","","","in","","0","1","0","https://x.com/undefined/status/2043824166596686139","244002841",
"2043713546098442709","Mon Apr 13 22:49:48 +0000 2026","1","@neposhit lucu si sekelas FHUI yang didik untuk melindungi eh malah jadi pelaku. kemana moralitas itu","2043823998438649919","","neposhit","in","","0","0","0","https://x.com/undefined/status/2043823998438649919","1699732278774288384",
"2043823818763096083","Mon Apr 13 22:49:05 +0000 2026","0","Oh begini jokes tongkrongan anak FHUI? Memalukan sekali ya!","2043823818763096083","","","in","","0","0","0","https://x.com/undefined/status/2043823818763096083","1342509075263733761",
"2042264705394454884","Mon Apr 13 22:47:54 +0000 2026","0","@Xuanzi999 @samueldelifi @qinnche Kbalikan nya jga bnyak jdi jngan serta merta nyalah in cewe Dan bagus loe jngan nikahin cewe karna blom mampu itu bner Btw mnding loe bantu repost ato naik in kasus ks fhui itu Laki kan? Orang bener kan? Bantu repost coba bang Guwa liat loe debat seru coba bantu repost kasus jga","2043823520908751198","","Xuanzi999","in","","0","1","0","https://x.com/undefined/status/2043823520908751198","1934552502005080065",
"2043823217513771293","Mon Apr 13 22:46:42 +0000 2026","1","dosen fhui yg kemaren pas baru masuk 2 org di audit trs yg lain pd ribut mau nyampein tuntutan malah nyanyi tuh siapa sih. gedek bgt gue liatnya wkwkwk apa emg dia yg omnya pelaku itu","2043823217513771293","","","in","","0","1","0","https://x.com/undefined/status/2043823217513771293","1386252722022748161",
"2043823203592876303","Mon Apr 13 22:46:38 +0000 2026","0","Buset pelaku fhui ternyata sma nya pada mantep yee sekolah berduit unggulan selama sekolah ngapain aje si mereka","2043823203592876303","","","in","","0","0","0","https://x.com/undefined/status/2043823203592876303","1995058415161454592",
"2043823136257560980","Mon Apr 13 22:46:22 +0000 2026","0","we ll see penanganan kasus ks fhui ini gmna kedepannya gue beneran SANGAT BERHARAP para iblis sange tak bermoral itu bnran kena DO sih‍️ krn bayangin jdi korban yang masih ada kemungkinan ketemu pelaku di kampus ","2043823136257560980","","","in","","0","0","0","https://x.com/undefined/status/2043823136257560980","1363727104341204993",
"2043823014643675630","Mon Apr 13 22:45:53 +0000 2026","5","kasus fhui ni jdi bukti nyata jg klo org2 udh mulai aware dan ga mernomalisasikan pelecehan setersirat apapun jdi mnding stop omongin hal2 sampah just in case abis ini tongkrongan u yg kena tembak guys ","2043823014643675630","","","in","","0","0","1","https://x.com/undefined/status/2043823014643675630","1902473700752211968",
"2043822771143401516","Mon Apr 13 22:44:55 +0000 2026","1","Udah bagus masuk FHUI eh malah jadi pelaku pelecehan seksual ck ck ck","2043822771143401516","","","in","","0","1","0","https://x.com/undefined/status/2043822771143401516","1076449406784663552",
"2043822478477406336","Mon Apr 13 22:43:45 +0000 2026","0","gua gabisa ngikutin ks fhui itu demi kesehatan mental gua.. bisa emosian terus yg ada","2043822478477406336","","","in","","0","0","0","https://x.com/undefined/status/2043822478477406336","1818305969438515200",
"2043822419237056790","Mon Apr 13 22:43:31 +0000 2026","0","Wkwkwkkw bjir ketiduran gak nonton live orang2 bejad FHUI Gregetan ih tolol","2043822419237056790","","","in","","0","0","0","https://x.com/undefined/status/2043822419237056790","1016861815433715712",
"2043822407962767551","Mon Apr 13 22:43:29 +0000 2026","0","Bangun tidur KESEL gara-gara elu bertele-tele @ fhui. Gantian aja biar mahasiswa di forum yang ngajar.","2043822407962767551","","","in","","0","0","0","https://x.com/undefined/status/2043822407962767551","1999135664013783041",
"2043821677847646704","Mon Apr 13 22:40:35 +0000 2026","0","siapa yang kaget pelaku fhui 1 sma kayak orang yang lecehin gue juga hehe","2043821677847646704","","","in","","0","1","0","https://x.com/undefined/status/2043821677847646704","1913161985996550144",
"2043821127643087201","Mon Apr 13 22:38:23 +0000 2026","0","Selingan dulu dari berita fhui Hyo gemes banget ya Allah wkwkwkwk","2043821127643087201","","","in","","0","0","0","https://x.com/undefined/status/2043821127643087201","1050610990427955200",
"2043755115094650991","Mon Apr 13 22:37:08 +0000 2026","0","@yiyeisabel iya pliss sampah betul musang fhui ini","2043820809719034323","","yiyeisabel","in","","0","0","0","https://x.com/undefined/status/2043820809719034323","1120535921722400768",
"2043820678424735997","Mon Apr 13 22:36:36 +0000 2026","2","Wah booming banget masalah pelaku KS di FHUI reminders if your bros still talking about sexualism unfriend him.","2043820678424735997","","","en","","0","0","0","https://x.com/undefined/status/2043820678424735997","1241941508338532353",
"2043820497151123760","Mon Apr 13 22:35:53 +0000 2026","2","anjay fhui trendingg","2043820497151123760","","","in","","0","0","0","https://x.com/undefined/status/2043820497151123760","1854519188280483840",
"2043820282104971526","Mon Apr 13 22:35:02 +0000 2026","0","Kren bgt fhui","2043820282104971526","","","in","","0","0","0","https://x.com/undefined/status/2043820282104971526","1877002027236216833",
"2043819993402618158","Mon Apr 13 22:33:53 +0000 2026","1","abis liat kasus yg fhui itu ga abis pikir sih","2043819993402618158","","","in","","0","0","0","https://x.com/undefined/status/2043819993402618158","1913795025433133056",
"2043819737415856470","Mon Apr 13 22:32:52 +0000 2026","0","gila bgt gweh mngawali hari dgn kasus fhui","2043819737415856470","","","in","","0","0","0","https://x.com/undefined/status/2043819737415856470","1976841885491904513",
